Name,  Meaning,Gender
Eshwar,   Lord Shiva,M
Eshwardutt,   Gift of God,M
Eswar,   God,M
Etash,   Luminous,M
Fakht,   Moonlight; Moonbeam,M
Fakruddin,   Pride of religion,M
Falak,   The sky,M
Falgu,   Lovely,M
Falgun,   Month in the Hindu calendar,M
Falguni,   Born in Falgun; A Hindu month; Arjun,M
Falih,   Prosperous; Successful,M
Fitan,   Intelligence,M
Fiyaz,   Artistic,M
Fletcher,   Arror featherer,M
Forrester,   Protector of the forest,M
Frado,   First,M
Fragan,   Foundation; Base; Root,M
Francisco,   Saviour,M
Gadhadhar,   Name of lord Vishnu,M
Gadin,   Lord Krishna,M
Gafur,   Invincible,M
Gagan,   Sky; Heaven,M
Gagandeep,   Light of the sky,M
Gaganjyot,   Light of the sky,M
Gagnesh,   Lord Shiva,M
Gajanan,   One with elephant face,M
Gajanand,   Lord Ganesh,M
Gajdant,   Elephant teeth; Ganesha,M
Gajendra,   The king of elephants,M
Gajkaran,   Like ears of elephant,M
Gajrup,   Lord Ganesh,M
Galav,   To worship,M
Gambheer,   Deep; Serious,M
Ganak,   An astrologer,M
Ganaka,   One who calculates,M
Ganapati,   Lord Ganesh,M
Ganaraj,   Lord of the clan,M
Gandesha,   Lord of fragrance,M
Gandhaa,   A sweet smelling,M
Gandhar,   Fragrance,M
Gandharaj,   King of fragrance,M
Gandharva,   Celestial musician,M
Gandhi,   Sun,M
Gandhik,   Fragant,M
Gandira,   Hero,M
Ganendra,   Lord of a troop,M
Ganesh,   Son of Lord Shiva and Parvati,M
Gangadhar,   Shiva,M
Gangadutt,   Gift of Ganga,M
Gangesh,   Lord Shiva,M
Gangesha,   Lord of Ganga,M
Gangeya,   Of the Ganga,M
Gangol,   A precious,M
Ganjan,   Surpassing,M
Gannaath,   An epithet of Shiva,M
Garisht,   Heaviest,M
Garonman,   House of heavenly song,M
Garry,   Spear,M
Garth,   Protection; Enclosure,M
Garuda,   King of birds,M
Garv,   Proud,M
Garvit,   Feels proud,M
Garvpreet,   Hounour; Pride,M
Gatik,   Fast; Progressive,M
Gaurang,   Fair complexioned,M
Gaurav,   Honour; Pride; Respect,M
Gauresh,   A Name of Lord Shiva,M
Gaurikant,   Husband of Gauri,M
Gaurinath,   Lord Shiva,M
Gaurish,   Lord Shiva,M
Gautam,   Lord Buddha,M
Gavisht,   Abode of light,M
Gayak,   Singer,M
Gayan,   Sky,M
Gee,   Respect,M
Geet,   Song,M
Geetank,   Holy book of the Hindus,M
Geethes,   God of sangeet,M
George,   Farmer,M
Geyarajan,   King of songs,M
Ghaalib,   Victor,M
Ghaazi,   Conqueror,M
Ghaibi,   HeavenlyGhaibi Concealed; Heavenly,M
Ghalib,   Excellent,M
Ghanaanand,   Happy like cloud,M
Ghanashyam,   Lord Krishna,M
Ghanendra,   Lord of clouds; Lord Indra,M
Ghanshyam,   Lord Krishna,M
Ghasaan,   Old Arabic name,M
Ghiyaath,   Succourer,M
Ghufran,   Leave,M
Girdhari,   Lord Krishna,M
Gireesh,   God's mountain,M
Giri,   Mountain,M
Giridari,   Lord Krishna,M
Giridhar,   One who holds mountain; Lord Krishna,M
Girik,   Lord Shiva,M
Girilal,   Son of mountain; Lord Shiva,M
Girindra,   Lord Shiva,M
Giriraj,   Lord of the mountains,M
Girish,   God of mountain; Lord Shiva,M
Girivar,   Lord Krishna,M
Girvaan,   Language of God,M
Gitansh,   Part of Geeta,M
Gitashri,   Bhagavat Gita,M
Gitesh,   Lord of geet,M
Glen,   Dweller of Valley,M
Glyn,   Valley,M
Gnan,   Intellegence,M
Gobhil,   A Sanskrit scholar,M
Gogula,   Lord Krishna,M
Gokul,   A place where Lord Krishna was brought up,M
Gopal,   Lord Krishna; Protector of cows; Cowherd,M
Gopan,   Protection,M
Gopesh,   Lord Krishna,M
Gopi,   Protector of cows,M
Gopichand,   Name of a king,M
Gorakh,   Cowherd,M
Goraksh,   Lord Shiva,M
Goral,   Lovable,M
Gorav,   Lord Shiva,M
Goshanraj,   Lord Vengadasalabathi,M
Goutam,   Lord Buddha,M
Goutheesh,   Wisdom,M
Govardhan,   Name of a mountain in Gokul,M
Govind,   Cowherd,M
Govinda,   Lord Krishna,M
Govindaraj,   God Vishnu,M
Grahil,   Synonym of lord krishna,M
Grahish,   Lord of the planets,M
Granth,   Shlok,M
Granthik,   Astrologer; Narrator,M
Greg,   Fierce,M
Grihith,   Understood; Accepted,M
Grishm,   Heat,M
Gritav,   Thankful,M
Gudakesha,   The archer Arjuna,M
Guddu,   Sweet,M
Guhan,   Name of lord muruga,M
Gul,   Flower,M
Gulab,   Rose,M
Gulal,   Colour red,M
Gulfam,   The colour,M
Gulshan,   Garden of flowers,M
Gulzar,   Gardener,M
Gulzarilal,   Name of Lord Krishna,M
Gumwant,   Virtuous,M
Guna,   Bestowed with Qualities,M
Gunaakar,   An ancient King,M
Gunagya,   Knower of Virtues,M
Gunaja,   Virtuous maiden,M
Gunalan,   Filled with virtue,M
Gunamay,   Virtuous,M
Gunaratna,   Jewel of virtue,M
Gunayukth,   Endowed with virtue,M
Gunin,   Virtuous,M
Gunina,   Lord of all virtues; Lord Ganesh,M
Gunjan,   Buzzing of a bee,M
Gunnar,   Battle Army,M
Gunvansh,   Good qualities,M
Gunvant,   Virtuous,M
Gunwant,   Virtuous,M
Gupil,   A secret,M
Gurbachan,   Promise of the guru; Feet of the guru,M
Gurbar,   Guru's birth,M
Gurcharan,   Feet of the guru,M
Gurdayal,   Compassionate guru,M
Gurdeep,   Light of the teacher,M
Gurjas,   Fame of Lord,M
Gurman,   Heart of the Guru,M
Gurmeet,   Friend of the guru,M
Gurnam,   Name of the guru,M
Gurpreet,   Love of the teacher,M
Gursharan,   Refuge at the guru,M
Guru,   Teacher; Master; Priest,M
Gurudas,   Servant of the guru,M
Gurudatt,   Bestowed by a Guru,M
Gurudeep,   Lamp of the Guru,M
Gurudutt,   Gift of the guru,M
Gurusharan,   Refuge at the guru,M
Guruttam,   The Greatest Teacher,M
Gurveer,   Warrior of the Guru,M
Gurvinder,   Guru,M
Gushaan,   Divine fame,M
Gushvin,   Secret,M
Gyan,   Knowledge,M
Gyanchand,   Excellent,M
Gyandev,   Lord of knowledge,M
Haadiya,   Huide to righteousness,M
Haady,   Guiding to the right,M
Hadden,   Child of heather filled valley,M
Hakesh,   Lord of sound,M
Hamir,   A raga,M
Hammad,   One who praises God,M
Hamshad,   Always victorious,M
Hamza,   Lion,M
Hana,   Happiness,M
Hanan,   Mercy,M
Hans,   Swan,M
Hansaraj,   King of a swan,M
Hanshal,   Swan like,M
Hansraaj,   King of swans,M
Hansraj,   King of Swans,M
Hantidev,   Gentle,M
Hanuman,   The monkey god of Ramayana,M
Hanumant,   The monkey god of Ramayana,M
Har,   Name of Shiva,M
Hara,   The Remover of Sins,M
Haraksa,   Lord Shiva,M
Harbhajan,   Lord's devotee,M
Harbir,   Warrior of God,M
Hardeep,   God's light,M
Hardik,   Heartfelt,M
Hareendra,   Lord Shiva,M
Harendra,   Lord Shiva,M
Haresh,   Lord Krishna; Other interpretaion Shiva,M
Hari,   Sun; Vishnu,M
Hariaksa,   Lord Shiva,M
Haricharan,   Feet of the lord,M
Haridas,   Servant of Krishna,M
Harigopal,   Lord Krishna,M
Harihar,   Lord Vishnu or Vishu and Shiva together,M
Hariharan,   Vishnu and Shiva conjoined,M
Harij,   The horizon,M
Harikanth,   Dear to Indra,M
Harilal,   Son of Hari,M
Harina,   Deer; Other name for Lord Vishnu and Siva,M
Harinaksh,   Lord Shiva,M
Harinder,   Lord,M
Harindra,   A tree,M
Hariom,   Lord Vishnu,M
Hariprasad,   Blessed by Lord Krishna,M
Haripreet,   Beloved of Gods,M
Hariraj,   King of lions,M
Hariram,   Lord Rama,M
Haris,   Protector,M
Harish,   Vishnu,M
Harit,   Green,M
Haritbaran,   Green,M
Harith,   Lion,M
Harivansh,   Belonging to the family of Hari,M
Harjas,   Praise of the God,M
Harjeet,   Victorious,M
Harjit,   Victor,M
Harjyot,   Gods light,M
Harkrishna,   Lord Krishna,M
Harley,   Deer Hunter or Archer,M
Harmeet,   God's friend,M
Harmendra,   The moon,M
Harmish,   Greek's god name,M
Harnoor,   Light of god,M
Haroon,   Hope,M
Harpal,   One protected by God,M
Harsh,   Happiness,M
Harsha,   Joy; Delight,M
Harshad,   One who gives pleasure,M
Harshal,   Lover,M
Harshall,   Glad,M
Harshaman,   Full of joy,M
Harshil,   Joyful,M
Harshini,   Joyful,M
Harshit,   Joyous,M
Harshita,   Joyous,M
Harshiv,   God shiv,M
Harshul,   Deer,M
Harsith,   Smile,M
Harteij,   Radiance of Lord,M
Hasan,   Laughter,M
Hashmat,   Glory; Joyful,M
Hasit,   Happy,M
Hasmukh,   Full of cheer,M
Hastin,   Elephant,M
Havish,   Lord Shiva,M
Heer,   Diamond,M
Heeran,   Lord of the Diamonds,M
Heet,   Well Wisher,M
Hem,   Gold,M
Hemadri,   Mountain of gold; Also the Himalaya,M
Hemakesh,   Lord Shiva,M
Hemal,   Golden,M
Hemamdar,   Golden creeper,M
Heman,   Golden yellow; Made of gold,M
Hemang,   One with shining body,M
Hemanga,   Goldenbodied,M
Hemant,   One of the six seasons,M
Hemanta,   Early winter,M
Hemaraj,   King of gold,M
Hemdev,   Lord of wealth,M
Hemen,   The King of Gold,M
Hemendra,   Lord of gold,M
Hemendu,   Golden moon,M
Hemish,   Lord of the earth,M
Hemraaj,   King of gold,M
Hemraj,   King of wealth,M
Heramb,   Lord Ganesh,M
Heramba,   Lord Ganesh; Boastful; Name of Ganapati,M
Herman,   High ranking soldier,M
Het,   Love,M
Hetal,   Cheerful,M
Hetul,   Happy,M
Hill,   Mountain,M
Himachal,   The Himalayas,M
Himadri,   Himalaya,M
Himaghna,   The sun,M
Himal,   Cool,M
Himalay,   Mountain range,M
Himanish,   Lord Shiva,M
Himank,   Diamond,M
Himanshu,   The moon,M
Himesh,   Cool as ice,M
Himmat,   Courage,M
Himnish,   Lord Shiva,M
Hind,   India,M
Hindola,   A raga,M
Hira,   Diamond,M
Hiranmay,   Golden,M
Hiranya,   Wealth; Gold,M
Hiren,   Lord Genius; Lord of the Diamonds,M
Hirendra,   Lord of the diamonds,M
Hiresh,   King of gems,M
Hitansh,   Helper,M
Hitarth,   Good,M
Hiten,   Good,M
Hitendra,   Well wisher,M
Hitesh,   Lord of goodness,M
Hreet,   Shiv,M
Hrehaan,   God's chosen,M
Hrian,   King,M
Hriday,   Heart,M
Hridayesh,   King of heart,M
Hridaynath,   Lord of the heart; Beloved,M
Hridhaan,   Heart,M
Hridik,   Lord of the heart; Beloved,M
Hridya,   Sweetheart,M
Hridyansh,   Part of heart,M
Hridyanshu,   Light from heart; Moon,M
Hriman,   Wealthy,M
Hrishi,   Pleasure,M
Hrishikesh,   Lord Vishnu; One who controls senses,M
Hritesh,   Lovable,M
Hrithik,   From the Heart,M
Hrithikesh,   Winner of every heart,M
Hritik,   Name of a Sage,M
Hritish,   Lord of heart,M
Hrugved,   King of love,M
Hryday,   Heart,M
Hrydayesh,   Lord of hearts,M
Humam,   Courageous and generous,M
Hunar,   Good qualities,M
Hurditya,   Joyous,M
Ian,   Form of John,M
Ibhanan,   Elephant faced,M
Inbanathan,   Happy,M
Indeever,   Blue lotus,M
Inderbir,   Lord of Bravery,M
Inderjeet,   Conquerer of Indra,M
Inderpreet,   Love for god,M
Indivar,   Blue lotus,M
Indra,   Excellent; First,M
Indraarjun,   Bright and brave Indra,M
Indradutt,   Gift of Indra,M
Indrajeet,   Conqueror,M
Indrajit,   Conquerer of Indra,M
Indrakanta,   Lord Indra,M
Indraneel,   Emerald or sapphire,M
Indranil,   Sapphire,M
Indrasen,   Eldest of the Pandavas,M
Indrasena,   The army of Indra,M
Indrasuta,   Son of Indra,M
Indratan,   As strong as Indra,M
Indravadan,   Lord Indra's name,M
Induhasan,   Like a moon,M
Indukanta,   Like a moon,M
Iraj,   Lord Hanuman,M
Iravan,   King of ocean,M
Iravat,   Rain clouds,M
Irenpreet,   Loving,M
Iresh,   Lord of Earth; Vishnu,M
Iri,   Hanuman; Son of wind god,M
Irumporai,   Brave,M
Irya,   Powerful,M
Isaac,   He will Laugh,M
Isaiarasu,   King of music,M
Isaivalan,   Skilled musician,M
Isar,   Eminent; Lord Shiva,M
Ish,   Lord Vishnu,M
Isha,   One who protects,M
Ishan,   The Lord; Sun,M
Ishana,   Lord Vishnu,M
Ishat,   Superior,M
Ishayu,   Full of strength,M
Ishir,   Agni,M
Ishit,   One who desires to rule,M
Ishpreet,   Lover of God,M
Ishrat,   Affection,M
Ishwar,   Powerful; The supreme god,M
Itish,   Such a lord,M
Ivar,   Yew Bow Army,M
Iyad,   A big mountain,M
Iyyappan,   Lord Iyyappan; Youthful,M
Jashith,   Protector,M
Jashn,   Celebration,M
Jashun,   Celebration,M
Jaskaran,   Good deeds,M
Jason,   Mythical leader; Healing,M
Jaspal,   Lord Krishna,M
Jasraj,   King of fame,M
Jasveer,   Hero of fame,M
Jasvinder,   Lord's glory,M
Jaswant,   Victorious Yashwant; Famous,M
Jataayu,   A semi divine bird,M
Jatan,   Nurturing,M
Jatin,   Pertaining ato saint,M
Jatya,   Pleasing,M
Javed,   Immortal Jawahar jewel,M
Javesh,   Related to god,M
Javier,   Owner of new House,M
Javin,   Swift,M
Jawad,   Openhanded; Generous,M
Jawahar,   Jewel,M
Jay,   Victory,M
Jayachand,   Ancient king of Kannauj,M
Jayad,   Causing victory,M
Jayadeep,   Light of victory,M
Jayaditya,   Victorious sun,M
Jayakumar,   Victory,M
Jayani,   Conqueror; Lord Krishna,M
Jayant,   Victorious,M
Jayanta,   Lord Vishnu,M
Jayantika,   Goddess Durga; Paravati,M
Jayapal,   King; Lord Vishnu; Lord Bramha,M
Jayasekhar,   Top of victory,M
Jayawant,   Victorious,M
Jayendra,   Lord of victory,M
Jayesh,   Victor,M
Jayin,   Conqueror,M
Jaypal,   The kings jester the one who laughs,M
Jaysukh,   Pleasure of victory,M
Jaywin,   Victory,M
Jean,   See John,M
Jeet,   Win; Success,M
Jeeval,   Full of life,M
Jeevan,   Life,M
Jeevaraaj,   Lord of life,M
Jeevesh,   God,M
Jegapriyan,   Loved by the world,M
Jehangir,   Akbar's son,M
Jenya,   Crue,M
Jeremy,   Raise Up,M
Jerry,   Spear ruler,M
Jevesh,   Courageous,M
Jewel,   Jayanta; Lord Vishnu,M
Jhoomer,   Ornament,M
Jhulier,   Precious,M
Jhumar,   Child's plaything,M
Jigar,   Heart,M
Jignesh,   Curiosity to research,M
Jihad,   Holy war,M
Jihan,   The world,M
Jimmy,   Name in the Bible,M
Jimuta,   One of 108 names of the Sun God,M
Jina,   Lord Vishnu,M
Jinabhadra,   A Jain saint,M
Jinadev,   Lord of victory,M
Jinendra,   Lord of life,M
Jinesh,   Jain God's name,M
Jishnu,   Triumphant; Arjuna,M
Jisnu,   Victorious,M
Jita,   Conquered,M
Jitendra,   Lord of conquerers,M
Jitesh,   Winner,M
Jitu,   Who always win,M
Jiva,   A living being; Alive,M
Jivaj,   Full of life,M
Jival,   Full of life,M
Jivana,   The Sun God,M
Jivin,   To give life,M
Jivitesh,   God,M
Jivraj,   Lord of life,M
Jnhih,   Sun,M
Jnyandeep,   Light of knowledge,M
Joel,   Jehovah is the Lord,M
Jogesh,   Lord Shiva,M
Joginder,   Lord Shiva,M
Jogindra,   Lord Shiva,M
Jograj,   Lord Krishna,M
John,   Gift of God,M
Joideep,   Light of happiness,M
Jonathan,   God has given,M
Jorge,   Farmer,M
Jorya,   Powerful; Mighty,M
Jose,   God will increase,M
Joseph,   God adds hebrew meaning,M
Josh,   Happiness,M
Joshua,   Funny; Friendship; Love,M
Jovan,   Not sure; Nice,M
Joyal,   Joyful peason,M
Juan,   See John,M
Jubin,   Honorable; Righteous,M
Jugal,   Couple,M
Jugnu,   A firefly,M
Jujhar,   One who struggles,M
Jusal,   Pari,M
Jwala,   Flame,M
Jwalant,   Luminous,M
Jwalia,   Lord Shiva,M
Jyosith,   Shiva,M
Jyotindra,   Lord of life,M
Jyotirdhar,   Holder of the flame,M
Jyotirmaya,   Imbued with light,M
Jyotirmoy,   Lustrous,M
Jyran,   Lost love,M
Kaaliya,   A huge serpent,M
Kaamil,   Perfect,M
Kaanan,   Forest,M
Kaarikaa,   Actress,M
Kaartikeya,   Son of Shiva,M
Kabir,   Name of a famous saint,M
Kadam,   First step to do any thing,M
Kadeem,   Slave to god,M
Kahaan,   Lord of ganesha,M
Kahill,   Best friend,M
Kailas,   Abode of Lord Shiva,M
Kailash,   Name of a Himalayan peak; Abode of Shiva,M
Kairav,   White lotus,M
Kaiten,   Prince of the clouds,M
Kalan,   Warrior,M
Kalap,   Moon,M
Kalapriya,   Lover of art,M
Kalash,   Sacred pot,M
Kalicharan,   A devotee of Goddness Kali,M
Kalidas,   The poet; Dramatist; Slave of godess Kali; A devotee of Goddess Kali,M
Kalimohan,   A devotee of Goddess Kali,M
Kaling,   A bird,M
Kalipada,   A devotee of Goddess Kali,M
Kaliranjan,   A devotee of Goddess Kali,M
Kalith,   Understood,M
Kalki,   Bagavan,M
Kalkin,   Tenth incarnation of God Vishnu,M
Kalp,   Thought,M
Kalpa,   Able; Fit,M
Kalpak,   A Heavenly tree,M
Kalpesh,   Lord of perfection,M
Kalpvan,   A forest of wishes,M
Kalya,   Pleasant,M
Kalyan,   Welfare,M
Kamadev,   God of love,M
Kamakhya,   Godess,M
Kamal,   Lotus flower,M
Kamalaj,   Lord Brahama,M
Kamalakar,   Lord Vishnu,M
Kamalapati,   Lord Vishnu,M
Kamalesh,   Lord of Kamala,M
Kamalkant,   Lord Vishnu,M
Kamalnath,   Lord Vishnu,M
Kamalnayan,   Lotuseyed,M
Kaman,   Desired,M
Kamat,   Unrestrained,M
Kamboj,   Conch shell; Elephant,M
Kamesh,   Lord of Love,M
Kamik,   Desired,M
Kamil,   Perfect,M
Kamlesh,   God of lotus,M
Kamod,   A raga,M
Kampan,   Vibration,M
Kampu,   Sweet,M
Kamraj,   Cupid,M
Kamran,   Success,M
Kamukh,   Passionate,M
Kanad,   An ancient,M
Kanaiya,   Lord Krishna,M
Kanak,   Gold,M
Kanal,   Shining,M
Kanan,   Forest a garden,M
Kanav,   A Hindu Sage,M
Kanchan,   Gold,M
Kandan,   Cloud,M
Kandarp,   God of love,M
Kandarpa,   Cupid,M
Kandavel,   God Murugan,M
Kanha,   Krishna,M
Kanhai,   Lord Krishna,M
Kanhaiya,   Lord Krishna,M
Kanishk,   An ancient King,M
Kanishka,   Name of a king,M
Kanishta,   Youngest,M
Kanj,   Lord Brahama,M
Kanni,   Krishna,M
Kanthamani,   Lord Krishna,M
Kantilal,   Lustrous,M
Kantimoy,   Lustrous,M
Kanu,   Lord Krishna,M
Kanvar,   Young prince,M
Kanwal,   Lotus,M
Kanwaljeet,   Lotus,M
Kanwaljit,   Lotus,M
Kapaali,   Lord Shiva,M
Kapil,   Name of a sage,M
Kapindra,   King of monkeys; Hanuman,M
Kapish,   Lord Hanuman,M
Kapoor,   Saffron,M
Karan,   Karna; The firstborn of Kunti,M
Kareem,   Kind,M
Karen,   Pure,M
Karim,   Generous; A title of God; The Merciful Being,M
Karm,   Fate,M
Karmendra,   God of action,M
Karmjit,   Winner over obstacles,M
Karna,   The firstborn of Kunti,M
Karnajeet,   Conquerer of Karna; Arjun,M
Karnam,   Famed,M
Karnik,   Judge,M
Karpoor,   Camphor,M
Kartar,   Master,M
Kartavya,   Duty,M
Kartheek,   A hindu calendar month,M
Karthik,   A Hindu month; One who bestows happiness,M
Kartik,   Name of one of the hindu months,M
Kartikey,   Brother of Lord Ganesha,M
Kartikeya,   God of war; Elder son of Lord Shiva,M
Karun,   Compassionate,M
Karunakar,   Merciful,M
Karunamay,   Full of light,M
Karunamaya,   Full of compassion,M
Karunesh,   Lord of mercy,M
Karunya,   Compassion,M
Kashi,   Luminous; Pilgrimage spot,M
Kashif,   A connoisseur,M
Kashinath,   Lord Shiva,M
Kashyap,   Name of a sage,M
Kasish,   Lord Shiva,M
Kathir,   Ray,M
Kathith,   Well recited,M
Katran,   Well Learned,M
Kaunteya,   Son of Kunti,M
Kausar,   Lake of paradise,M
Kaushal,   Clever; Skilled,M
Kaushik,   Sentiment of love; Sage Vishwamitra,M
Kaustav,   A legendary gem; A gem worn by Lord Vishnu,M
Kaustubh,   A jewel of Lord Vishnu,M
Kautik,   Joy,M
Kavan,   Water; Poem,M
Kavana,   Water,M
Kaveesha,   Lord of Poets; Lord Ganesha,M
Kavel,   Lotus,M
Kavi,   A wise man; Poet,M
Kavin,   Handsome; Beautiful,M
Kaviraj,   Doctor,M
Kavish,   King of poets; Other name of Lord Ganesh,M
Kayaan,   The name of a dynasty of king Kaikobad,M
Keanu,   Cool breeze over the mountains,M
Kedaar,   A field; Name of Shiva,M
Kedar,   A raga,M
Kedarnath,   Lord Shiva,M
Keegan,   Little Fiery One,M
Keerat,   Fame,M
Kenil,   Name of lord shiva,M
Kent,   Bright,M
Kerry,   Son of the Black One,M
Kesar,   Saffron,M
Keshab,   Krisna,M
Keshav,   Lord Vishnu,M
Keshto,   Lord Hanuman,M
Ketak,   Flower,M
Ketan,   Home; Banner,M
Ketav,   Another name of Lord Vishnu,M
Ketu,   Lord Shiva,M
Ketubh,   Cloud,M
Keva,   Lotus,M
Kevalkumar,   Absolute,M
Kevalya,   Only,M
Kewal,   Only,M
Key,   The one who opens the lock,M
Keyur,   Armlet,M
Khadim,   Servant of God,M
Khagendra,   Lord of the birds,M
Khagesh,   God of birds; Garuda,M
Khairiya,   Charitable; Good,M
Khairy,   Charitable; Beneficent,M
Khajit,   Lord Buddha,M
Khaldoon,   Old Arabic name,M
Khaleel,   Friend,M
Khalid,   Immortal,M
Khalil,   Charming,M
Khanjan,   Cleft,M
Khazana,   Treasure,M
Khemchand,   Welfare,M
Khursheed,   Sunshine,M
Khush,   Happy,M
Khushal,   Perfect,M
Khuzaymah,   Old Arabic name,M
Kindam,   A Rishi in Indian Mythology,M
Kingshuk,   A bright red flower,M
Kinnar,   Singing gods in heaven,M
Kinshuk,   A flower,M
Kintan,   Wearing a crown,M
Kiraat,   Hunter,M
Kiran,   Ray of light,M
Kirana,   Light of sun,M
Kiranmay,   Full of light,M
Kiranraj,   King of sunlight,M
Kirat,   Lord Shiva,M
Kiratidev,   Lord of light,M
Kireet,   Crown,M
Kireeti,   Another name for Arjun,M
Kirik,   Sparkling,M
Kirin,   Poet,M
Kirit,   A crown,M
Kiritmani,   Jewel in the crown,M
Kirk,   Dwellar near Church,M
Kirtan,   A form of worship,M
Kirti,   Fame,M
Kirtikumar,   Famous,M
Kirtin,   Celebrated,M
Kishan,   Lord Krishna,M
Kishlaya,   Lotus; Fresh leave,M
Kishor,   The Sun God,M
Kishore,   Young,M
Kiyansh,   A person having all qualities,M
Knud,   Kind,M
Komal,   Soft,M
Koormadhi,   Brilliant,M
Kopal,   A newly born bud,M
Koshin,   A delicate bud,M
Kotijit,   Conquering millions,M
Koundinya,   Sage,M
Kousik,   Sentiment of love; Sage Vishwamitra,M
Kovida,   Wise,M
Kovidh,   Wise,M
Kriday,   Lord Krishna,M
Kripa,   Has a twin sister Kripi,M
Kripal,   Merciful,M
Krish,   Shortform of Lord Krishna,M
Krishan,   Lord Krishna,M
Krishang,   Lord Shiva,M
Krishanth,   Lord krishna,M
Krishanu,   Fire,M
Krishay,   Another name for Lord Vishnu,M
Krishiv,   Lord Krishna and Lord Shiv combined,M
Krishna,   Lord Krishna,M
Krishnala,   Lord Krishna,M
Krishnendu,   Lord Krishna,M
Kritanu,   Skilled,M
Krithik,   One of the Shiva's son Muruga's name,M
Kritika,   Well Starred,M
Kritiman,   Sculptor,M
Kritya,   Achievement,M
Krivam,   Sun and Lord Krishna and Lord Shiva's combind name,M
Krivi,   Lord Shiva,M
Kriyansh,   Moden name of krishna,M
Krupal,   Ruler of the world,M
Krush,   Happy; Lord Krishna,M
Krutagna,   Satisfaction,M
Krutarth,   Obliged,M
